registration_number,material_name,material_category,manufacturer_name,product_category,geographical_scope,country_of_origin,gwp_a1a3,gwp_unit,declared_unit,life_cycle_stages,epd_programme_operator,year_published,valid_until,epd_url,gwp_value,extraction_confidence,notes
EPD-IES-0018396:001,Ductile Iron Pipe (DN150),Steel & Metal,Jindal SAW Limited,Construction products,Global,India,26.1,kg CO2 eq/m,1 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd18396,26.1,HIGH,GWP value represents GWP-total for A1-A3 as per the environmental performance table.
EPD-IES-0018395:001,Ductile Iron Pipe (DN125),Steel & Metal,Jindal SAW Limited,Construction products,Global,India,25.8,kg CO2 eq/m,1 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd18395,25.8,HIGH,GWP value taken from GWP-total row for A1-A3.
EPD-IES-0008990:001,Ductile Iron Pipe (DN100),Steel & Metal,Jindal SAW Limited,Construction products,Global,India,17.3,kg CO2 eq,1m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd8990,17.3,HIGH,GWP value is for GWP-GHG indicator. The table 'Potential environmental impact – mandatory indicators according to EN 15804:2012+A2:2019/AC:2021' shows GWP-total as 1.76E+01 kg CO2 eq for A1-A3. The table 'Potential environmental impact-additional mandatory' shows GWP - GHG as 1.73E+01 kg CO2 eq for A1-A3. Using the latter as it is more specific.
EPD-IES-0009004:001,Ductile Iron Pipe (DN 80),Steel & Metal,Jindal SAW Limited,Construction products,Global,India,14.4,kg CO2 eq/m,1 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9004,14.4,HIGH,GWP value represents GWP-total for A1-A3 as per the environmental performance table.
EPD-IES-0017243:001,HILUX Calcium Silicate Board (CSB),Other,Ramco Industries Limited,Construction products,Global,India,5.23,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd17243,5.23,HIGH,GWP-total value for A1-A3 is 5.23E+00 kg CO2 eq/m2.
EPD-IES-0017246:001,Greencor- Non-Asbestos Corrugated Sheet,Other,Ramco Industries Limited,Construction products,Global,India,7.06,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd17246,7.06,HIGH,GWP-total value for A1-A3 used as the primary GWP indicator.
EPD-IES-0017242:001,HICEM Fiber Cement Board,Concrete & Cement,Ramco Industries Limited,Construction products,Global,India,7.06,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd17242,7.06,HIGH,GWP value represents GWP-total for A1-A3 as per the results table.
EPD-IES-0017245:001,HiluxLite- Ultra Light Ceiling Tile,Other,Ramco Industries Limited,Construction products,Global,India,7.39,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd17245,7.39,HIGH,GWP value represents GWP-total for A1-A3.
EPD-IES-0017244:001,Hiden- High Density Fiber Cement Board,Concrete & Cement,Ramco Industries Limited,Construction products,Global,India,11.5,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd17244,11.5,HIGH,GWP value represents GWP-fossil for A1-A3. Total GWP (fossil + biogenic + luluc) for A1-A3 is 8.90E+00.
EPD-IES-0016931:002,Bi-55- (520-550 Wp) Glass to Glass Bifacial Module,Other,Waaree Energies Limited,Construction products,Global,India,0.447,kg CO2 eq/Wp,1 Wp,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16931,0.447,HIGH,The GWP value is for A1-A3 and is reported as 4.47E-01 kg CO2 eq per 1 Wp.
EPD-IES-0016932:002,BiN-08-(565-600 Wp) Glass to Glass Bifacial TOPCon Module,Other,Waaree Energies Limited,Construction products,Global,India,0.372,kg CO2 eq/Wp,1 Wp,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16932,0.372,HIGH,The GWP value is for A1-A3 per 1 Wp. The declared unit is 1 Wp.
EPD-IES-0008168:005,TMT Rebar (100% Recycled Scrap),Steel & Metal,Jindal Steel & Power,Construction products,Global,India,445.0,kg CO2 eq/metric ton,1 metric ton,A1-A3,International EPD System,,,https://www.environdec.com/library/epd8168,445.0,HIGH,GWP value extracted from GWP-total row for A1-A3 (4.45E+02 = 445.0). Declared unit is 1 metric ton.
EPD-IES-0015506:005,Steel Plate (100% Recycled Scrap),Steel & Metal,Jindal Steel & Power,Construction products,Global,India,450.0,kg CO2 eq/metric ton,1 metric ton,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15506,450.0,HIGH,GWP value extracted from GWP-total row for A1-A3. 4.50E+02 equals 450.0.
EPD-IES-0015661:001,U-Flex Structural Ceiling & Partition Systems,Aluminium,United Office Systems Pvt. Ltd. (Unitile India),Construction products,Global,India,25.9,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15661,25.9,HIGH,GWP-total value for A1-A3 is 2.59E+01 kg CO2 eq/kg.
EPD-IES-0016083:002,"Ductile & Grey Iron Manhole Cover, Grate & Frame",Steel & Metal,R.B.Agarwalla & Co.,Construction products,Global,India,1.66,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16083,1.66,HIGH,GWP value represents GWP-total for A1-A3.
EPD-IES-0006068:001,Ferro Chrome,Steel & Metal,Tata Steel Limited,Construction products,India,India,5310.0,kg CO2 eq.,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6068,5310.0,HIGH,GWP-total value used. The declared unit is '1 tonne' but the GWP value is per tonne.
EPD-IES-0017630:001,Rockinsul RB Slab 48 kg/m3,Insulation,"Saint Gobain India Pvt Ltd, Insulation Division",Construction products,India,India,3.42,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd17630,3.42,HIGH,GWP value represents Climate Change (fossil) for A1-A3. Declared unit is 1 m2 of stonewool with thermal resistance of 1.42 K.m2.W-1.
EPD-IES-0017631:001,Rockinsul RB Slab 160 kg/m3,Insulation,"Saint Gobain India Pvt Ltd, Insulation Division",Construction products,Asia,India,11.1,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd17631,11.1,HIGH,GWP value 1.11E+01 converted to 11.1. Declared unit is 1 m2 of mineral wool with thermal resistance of 1.38 m2.K.W-1 for a thickness of 50 mm.
EPD-IES-0016507:003,"Ductile & Grey Iron Manhole Cover, Channel Gratings and Pipe Fittings",Steel & Metal,Global Castings Pvt. Ltd.,Construction products,Global,India,2.99,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16507,2.99,HIGH,GWP-total value for A1-A3 used.
EPD-IES-0015660:001,Steel Cementitious Panel,Steel & Metal,United Office Systems Pvt. Ltd. (Unitile India),Construction products,Global,India,54.4,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15660,54.4,HIGH,GWP-total value for A1-A3 used (5.44E+01). Declared unit is 1 m2.
EPD-IES-0015662:001,Calcium Sulphate Panel,Other,United Office Systems Pvt Ltd (Unitile India),Construction products,Global,India,41.1,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15662,41.1,HIGH,GWP-total value for A1-A3 used as primary GWP indicator.
EPD-IES-0016478:001,Steel Plates,Steel & Metal,Jindal Steel & Power,Construction products,Global,India,1650.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16478,1650.0,HIGH,GWP value 1.65E+03 converted from 1 tonne to 1000 kg basis.
EPD-IES-0016401:002,HIGH PRESSURE LAMINATE,Plastic & Polymer,Merino Industries Limited,Construction products,Global,India,0.522,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16401,0.522,HIGH,The GWP value for A1-A3 is 5.22E-01 kg CO2 eq per 1 m2 of 1 mm HPL.
EPD-IES-0016404:002,Compact Laminate,Plastic & Polymer,Merino Industries Limited,Construction products,India,India,3.51,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16404,3.51,HIGH,Declared unit is 1 m2 of Compact of 6 mm thickness.
EPD-IES-0016326:001,XLPE Thermal Insulation Products,Insulation,ALP Aeroflex India Pvt LTD,Construction products,Global,India,6.65,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd16326,6.65,HIGH,GWP value taken from GWP-total row for A1-A3.
EPD-IES-0012007:001,Steel Hot Rolled Coils,Steel & Metal,ArcelorMittal Nippon Steel India Limited,Construction products,India,India,2580.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12007,2580.0,HIGH,GWP value 2.58E+03 converted to 2580.0 for 1 tonne.
EPD-IES-0012008:001,Average Hot Rolled Pickled & Oiled Steel,Steel & Metal,ArcelorMittal Nippon Steel India Limited,Construction products,India,India,2680.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12008,2680.0,HIGH,GWP value extracted from GWP-total row for A1-A3 column. 2.68E+03 converted to 2680.0.
EPD-IES-0012009:001,Average Cold Rolled Closed Annealed / Cold Rolled Full Hard Steel,Steel & Metal,ArcelorMittal Nippon Steel India Limited,Construction products,India,India,2790.0,kg CO2 eq./tonne,1 Tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12009,2790.0,HIGH,GWP value 2.79E+03 converted from 1 Tonne to 1000 kg basis. 2.79E+03 = 2790.0 kg CO2 eq. per tonne.
EPD-IES-0012010:001,Steel Plates,Steel & Metal,ArcelorMittal Nippon Steel India Limited,Construction products,India,India,3010.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12010,3010.0,HIGH,GWP value 3.01E+03 converted to 3010.0 for 1 tonne.
EPD-IES-0012011:001,Average Galvanized Iron / Pre-Painted Galvanized Iron,Steel & Metal,ArcelorMittal Nippon Steel India Limited,Construction products,India,India,3020.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12011,3020.0,HIGH,GWP value 3.02E+03 converted from 1 tonne to 1000 kg unit. 3.02E+03 = 3020.
EPD-IES-0012012:001,Steel Pipes,Steel & Metal,ArcelorMittal Nippon Steel India Limited,Construction products,India,India,3210.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12012,3210.0,HIGH,GWP value 3.21E+03 converted from 1 tonne to 1000 kg basis.
EPD-IES-0005280:002,SGG Planilux® 5mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,16.1,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd5280,16.1,HIGH,GWP value represents Climate Change (total) for A1-A3. The functional unit is 1 m2 of 5 mm glass.
EPD-IES-0005466:002,SGG PLANILUX®8 mm,Glass,SAINT-GOBAIN INDIA PRIVATE LIMITED,Construction products,India,India,25.9,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd5466,25.9,HIGH,GWP value represents Climate Change (total) for A1-A3. The value 2.59E+01 was converted to 25.9.
EPD-IES-0006219:002,SGG PLANILUX® 10 mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,32.4,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6219,32.4,HIGH,GWP value represents Climate Change (total) for modules A1-A3 as 3.24E+01 kg CO2 eq per 1 m2.
EPD-IES-0006878:002,Magnetron Coated Glass on SGG PLANILUX® 5 mm,Glass,Saint-Gobain India Private Limited,Construction products,India,India,17.2,kg CO2 eq.,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6878,17.2,HIGH,"The GWP value is for the ""Climate Change (fossil)"" indicator within the A1-A3 stage, which is explicitly mentioned as ""GHG [kg CO2 eq.]"" in the ""Carbon Footprint"" section."
EPD-IES-0006879:002,Magnetron Coated Glass on SGG PLANILUX® 10 mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,33.7,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6879,33.7,HIGH,GWP value represents the sum of A1-A3 stages (3.37E+01 kg CO2 eq/m2). Declared unit is 1 m2 of 10mm glass.
EPD-IES-0006880:002,Magnetron Coated Glass on SGG PARSOL® 5 mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,19.1,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6880,19.1,HIGH,GWP value represents Climate Change (total) for A1-A3 modules.
EPD-IES-0014544:002,Brick,Brick & Masonry,Jay Jalaram Brick Works,Construction products,Global,India,80.5,kg CO2 eq/MT,1 MT,A1-A3,International EPD System,,,https://www.environdec.com/library/epd14544,80.5,HIGH,GWP value taken from GWP-total row for A1-A3 (8.05E+01). Declared unit is 1 MT (1000 kg).
EPD-IES-0006299:002,ORAÉ® 6 mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,7.96,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd6299,7.96,HIGH,GWP value represents Climate Change total for A1-A3. Declared unit is 1 m2 of 6 mm glass.
EPD-IES-0006475:002,Grey & Ductile Iron Manhole with Cover,Steel & Metal,RBA Ferro Industries Private Limited,Construction products,Global,India,384.0,kg CO2 eq/piece,1 piece (142 kg),A1-A3,International EPD System,,,https://www.environdec.com/library/epd6475,384.0,HIGH,GWP value represents GWP-total for A1-A3. Declared unit is 1 piece weighing 142 kg.
EPD-IES-0015196:003,Thermal Insulation Products,Insulation,ALP Aeroflex India Pvt LTD,Construction products,Global,India,4.43,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15196,4.43,HIGH,GWP value taken from GWP-total row for A1-A3.
EPD-IES-0012935:001,ERW Hot Dip Galvanized Steel Pipe,Steel & Metal,Garg Tube Export LLP,Construction products,India,India,3350.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12935,3350.0,HIGH,GWP value 3.35E+03 converted from 1 tonne declared unit.
EPD-IES-0005400:003,Gyproc® XPERT+,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,0.0725,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd5400,0.0725,HIGH,GWP value for A1-A3 is 7.25E-02 kg CO2 eq. per 1 kg declared unit.
EPD-IES-0015233:003,Gyproc ® Elite 100,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,0.0563,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15233,0.0563,HIGH,GWP value for A1-A3 is 5.63E-02 kg CO2 eq. per 1 kg declared unit.
EPD-IES-0015234:003,Gyproc® Elite -MR (Moisture Resistant) Plaster,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,0.126,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15234,0.126,HIGH,GWP value for A1-A3 is 1.26E-01 kg CO2 eq/kg as per the Environmental Impacts table.
EPD-IES-0015184:001,ORAÉ® 4mm,Glass,Saint-Gobain India Private Limited,Construction products,India,India,5.24,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd15184,5.24,HIGH,GWP value represents Climate Change total for A1-A3 stages.
EPD-IES-0013786:001,Steel Plate Product,Steel & Metal,JSW Steel Ltd,Construction products,India,India,3260.0,kg CO2 eq/tonne,1 Tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd13786,3260.0,HIGH,GWP value 3.26E+03 converted from 1 Tonne unit.
EPD-IES-0013554:001,Steel Plate,Steel & Metal,Namco Industries Pvt. Ltd.,Construction products,India,India,2970.0,kg CO2 eq/tonne,1 Tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd13554,2970.0,HIGH,GWP value 2.97E+03 converted to 2970.0 per 1 Tonne.
EPD-IES-0013848:002,Acoustic Modular Designer Control Room Interiors,Steel & Metal,ONEPWS PRIVATE LIMITED,Construction products,Global,India,4710.0,kg CO2 eq/ton,1 ton,A1-A3,International EPD System,,,https://www.environdec.com/library/epd13848,4710.0,HIGH,GWP value extracted from the table for A1-A3 as 4.71E+03 kg CO2 eq. per 1 ton.
EPD-IES-0014188:001,Saltech Pavement Products,Other,Saltech Design Labs,Construction products,India,India,0.259,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd14188,0.259,HIGH,GWP-total for A1-A3 is 2.59E-01 kgCO2 eq/kg.
EPD-IES-0014189:001,Saltech Slabbing Products,Concrete & Cement,Saltech Design Labs,Construction products,India,India,0.226,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd14189,0.226,HIGH,GWP value represents GWP-total for A1-A3 stages. The product is a composite material used as an alternative to concrete.
EPD-IES-0013866:001,DB DAZZLE Raised Access Flooring System,Steel & Metal,DB DAZZLE MODULAR SYSTEMS,Construction products,India,India,67.7,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd13866,67.7,HIGH,GWP value taken from GWP-total row for A1-A3.
EPD-IES-0013756:001,TECHDRAIN- Drainage Composite,Plastic & Polymer,TECHFAB India Industries Limited,Construction products,Global,India,4.0,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd13756,4.0,HIGH,GWP value represents GWP-total for A1-A3.
EPD-IES-0013757:001,TECHGEO- Nonwoven needle punched geotextile fabric,Plastic & Polymer,TECHFAB India Industries Limited,Construction products,Global,India,4.50,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd13757,4.50,HIGH,GWP-total value used from the mandatory impact category indicators table.
EPD-IES-0009224:001,VDS Fixed Partition,Steel & Metal,Saint-Gobain India PVT Ltd. – Vetrotech Business,Construction products,India,India,11.1,kg CO2 eq/m,1 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9224,11.1,HIGH,GWP value represents Climate Change (total) for A1-A3. Declared unit is 1 meter of installed partition.
EPD-IES-0011999:001,VDS® Curtain Wall Partition,Steel & Metal,Saint-Gobain India PVT Ltd. – Vetrotech Business,Construction products,India,India,9.64,kg CO2 eq/m,1 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd11999,9.64,HIGH,GWP value represents Climate Change [kg CO2 eq.] for A1-A3. Declared unit is 1 m of installed partition.
EPD-IES-0012000:001,VDS® Curtain Wall,Steel & Metal,Saint-Gobain India PVT Ltd. – Vetrotech Business,Construction products,India,India,18.1,kg CO2 eq/m,1 m,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12000,18.1,HIGH,GWP value represents Climate Change (fossil) for A1-A3 as 1.81E+01. Declared unit is 1 meter of installed curtain wall.
EPD-IES-0012056:001,Gypserra® Metal Framing,Steel & Metal,Saint-Gobain India Pvt. Ltd. - Gyproc,Construction products,India,India,3.03,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12056,3.03,HIGH,GWP value extracted from the 'Climate Change' row for A1-A3 in the Environmental Impacts table.
EPD-IES-0012018:001,TECHGRID Polymeric Coated Polyester Geogrid,Plastic & Polymer,TECHFAB India Industries Limited,Construction products,India,India,5.99,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12018,5.99,HIGH,GWP value extracted from GWP-total row for A1-A3 stage.
EPD-IES-0012053:001,TECHSTRAP High Strength Polymeric Geosynthetics Strips,Plastic & Polymer,TECHFAB India Industries Limited,Construction products,India,India,4.34,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12053,4.34,HIGH,GWP-total value used from A1-A3 column.
EPD-IES-0012054:001,TECHLINK- High strength strip bonded Flexible Geogrid,Plastic & Polymer,TECHFAB India Industries Limited,Construction products,India,India,4.59,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12054,4.59,HIGH,GWP-total value used for A1-A3.
EPD-IES-0012017:001,Seal Coat SF 150,Other,Penetron Products Private Limited,Construction products,India,India,0.531133,kg CO2 eq/kg,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12017,0.531133,HIGH,GWP-total value used from the mandatory impact category indicators table.
EPD-IES-0009820:001,Gyproc® Moisture resistant board (thickness 12.5mm) Bengaluru,Other,Saint-Gobain India Pvt. Ltd.,Construction products,India,India,2.10,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9820,2.10,HIGH,GWP value represents Climate Change - total for A1-A3. Declared unit is 1 m2 of installed plasterboard.
EPD-IES-0009821:001,Gyproc® Moisture resistant board (thickness 12.5mm) Jagadia,Other,Saint-Gobain India Pvt. Ltd,Construction products,India,India,4.64,kg CO2 eq.,"1 m2 of installed plasterboard 12,5 mm with a weight of 8.52 kg/m2 and an expected average service life of 50 years",A1-A3,International EPD System,,,https://www.environdec.com/library/epd9821,4.64,HIGH,"The GWP value is taken from the 'Climate Change [kg CO2 eq.]' row under the 'Product stage, A1-A3' column."
EPD-IES-0009822:001,Gyproc® Fire-resistant & Moisture resistant board (thickness 12.5mm),Other,Saint-Gobain India Pvt. Ltd.,Construction products,India,India,5.75,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9822,5.75,HIGH,GWP value represents Climate Change - total for A1-A3. Declared unit is 1 m2 of installed board.
EPD-IES-0009823:001,Gyproc® Fire Resistant & Moisture Resistant Board (Thickness 15mm),Other,Saint-Gobain India Pvt. Ltd.,Construction products,India,India,7.18,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9823,7.18,HIGH,GWP value represents Climate Change - total for A1-A3. Declared unit is 1 m2 of installed board.
EPD-IES-0012001:001,Average Black/Bare Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,3070.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12001,3070.0,HIGH,GWP value extracted from Table 14 (Climate Change - total) for A1-A3. The value 3.07E+03 corresponds to 3070 kg CO2 eq per 1 tonne.
EPD-IES-0012002:001,Average Galvanized Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,3250.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12002,3250.0,HIGH,GWP value extracted from Table 14 (Climate Change - total for A1-A3). Value 3.25E+03 converted to 3250.0.
EPD-IES-0012003:001,Average Red oxide/3LPE/Epoxy coated Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,2900.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12003,2900.0,HIGH,"GWP value extracted from Table 14, row 'Climate Change - total' for A1-A3 column (2.90E+03)."
EPD-IES-0012004:001,Average Cold Rolled/Pre-Galvanized Steel Pipes,Steel & Metal,Surya Roshni Limited,Construction products,India,India,2580,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12004,2580,HIGH,GWP value 2.58E+03 converted to 2580. Declared unit is 1 tonne.
EPD-IES-0012005:001,Cold Rolled Steel Strips,Steel & Metal,Surya Roshni Limited,Construction products,India,India,3500.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12005,3500.0,HIGH,"GWP value extracted from Table 14, row 'Climate Change - total' for A1-A3. Value 3.50E+03 converted to 3500.0."
EPD-IES-0012006:001,Steel door frame,Steel & Metal,Surya Roshni Limited,Construction products,India,India,2670.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd12006,2670.0,HIGH,GWP value 2.67E+03 converted to 2670.0. Declared unit is 1 tonne.
EPD-IES-0009819:001,"Construction Product (Roofing Underlayment, Building Wrap & Flashing Tape)",Plastic & Polymer,Veer Plastics Pvt Ltd,Construction products,India,India,3.51,kgCO2e,1 kg,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9819,3.51,HIGH,This EPD represents the average result of multiple construction products.
EPD-IES-0011894:001,STEELAGE MAGNA CLASS C SAFE,Steel & Metal,GUNNEBO INDIA PVT LTD,Construction products,India,India,1520.0,kg CO2 eq/unit,1 unit,A1-A3,International EPD System,,,https://www.environdec.com/library/epd11894,1520.0,HIGH,GWP value 1.52E+03 converted to 1520.0. Declared unit is per safe (unit).
EPD-IES-0009813:001,Stainless Steel Cast & Rolled Products,Steel & Metal,Laxcon Steel Limited,"Metal, mineral, plastic & glass products",India,India,2010.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9813,2010.0,HIGH,GWP value calculated from 2.01E+03 kg CO2-eq per 1 tonne.
EPD-IES-0009817:001,Structural Steel (100% Recycled Scrap),Steel & Metal,Jindal Steel & Power,Construction products,India,India,514.0,kg CO2 eq./kg,1 metric ton,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9817,514.0,HIGH,"The GWP value is derived from the 'GWP-total' indicator in the 'Results per one metric ton of Structural Steel' table, specifically for the A1-A3 column. The value 5.14E+02 has been converted to 514.0. The declared unit is '1 metric ton', and the GWP unit is 'kg CO2 eq./kg' as implied by the table's structure and common EPD reporting conventions for GWP-total."
EPD-IES-0009818:001,Steel Plate & Coils (100% Recycled Scrap),Steel & Metal,Jindal Steel & Power,Construction products,India,India,465.0,kg CO2 eq/metric ton,1 metric ton,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9818,465.0,HIGH,GWP-total value used from the results table for A1-A3. 4.65E+02 = 465.0.
EPD-IES-0009814:001,Deskpro,Other,AFC System Pvt Ltd,Construction products,India,India,173.15,kg CO2 eq/unit,1 unit,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9814,173.15,HIGH,GWP value taken from 'Global Warming Potential - Total' row for A1-A3. The declared unit is one unit of Deskpro.
EPD-IES-0009803:001,Average Structural Steel Product,Steel & Metal,Jindal Steel and Power,Construction products,India,India,3670,kg CO2 eq.,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9803,3670,HIGH,"GWP value is for Climate Change - total, A1-A3 column. Value is 3.67E+03 which is 3670."
EPD-IES-0009805:001,Average Reinforcement Steel Bars,Steel & Metal,Jindal Steel and Power,Construction products,India,India,3450.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9805,3450.0,HIGH,GWP value 3450.0 derived from 3.45E+03 kg CO2 eq. Declared unit is 1 tonne.
EPD-IES-0009213:002,SGG PLANILUX® 6 mm,Glass,SAINT-GOBAIN INDIA PRIVATE LIMITED,Construction products,India,India,18.7,kg CO2eq.,1 m²,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9213,18.7,HIGH,"The GWP value is taken from the 'Environmental impacts' table, under 'Global Warming Potential (GWP)' for the 'PRODUCT STAGE' (A1-A3) column. The value is presented as 1.87E+01 which is interpreted as 18.7."
EPD-IES-0009214:002,SGG PLANILUX® 12 mm,Glass,Saint-Gobain India Pvt. Ltd,Construction products,India,India,38.0,kg CO2 eq/m2,1 m2,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9214,38.0,HIGH,GWP value for A1-A3 is 3.80E+01 kg CO2 eq per 1 m2 functional unit.
EPD-IES-0009804:001,Average Semi-Finished Steel Product,Steel & Metal,Jindal Steel and Power,Construction products,India,India,3140.0,kg CO2 eq/tonne,1 tonne,A1-A3,International EPD System,,,https://www.environdec.com/library/epd9804,3140.0,HIGH,GWP value derived from Table 12 (3.14E+03 kg CO2 eq for A1-A3). Declared unit is 1 tonne.
